id,category_id,brand_id,name,model,description,image_url,specifications,created_at
11,1,18,Lenovo LOQ 14GN32,LOQ-14GN32,"Portátil Lenovo LOQ con procesador Intel Core Ultra 9 185H, 64GB RAM, 2TB SSD, pantalla de 13.3"".",https://images.example.com/products/11.jpg,"{""processor"": ""Intel Core Ultra 9 185H"", ""ram_gb"": 64, ""storage"": ""2TB SSD"", ""screen_size"": ""13.3\"""", ""operating_system"": ""Windows 11 Pro"", ""gpu"": ""NVIDIA GeForce RTX 4060"", ""weight_kg"": 2.5, ""battery_hours"": 12}",
12,1,28,Samsung Galaxy Book 14CM39,Galaxy Book-14CM39,"Portátil Samsung Galaxy Book con procesador AMD Ryzen 7 7730U, 64GB RAM, 256GB SSD, pantalla de 16"".",https://images.example.com/products/12.jpg,"{""processor"": ""AMD Ryzen 7 7730U"", ""ram_gb"": 64, ""storage"": ""256GB SSD"", ""screen_size"": ""16\"""", ""operating_system"": ""Windows 11 Home"", ""gpu"": ""NVIDIA GeForce RTX 4070"", ""weight_kg"": 1.8, ""battery_hours"": 6}",
13,1,4,Apple MacBook Pro 14BR27,MacBook Pro-14BR27,"Portátil Apple MacBook Pro con procesador Apple M2 Pro, 64GB RAM, 512GB SSD, pantalla de 17.3"".",https://images.example.com/products/13.jpg,"{""processor"": ""Apple M2 Pro"", ""ram_gb"": 64, ""storage"": ""512GB SSD"", ""screen_size"": ""17.3\"""", ""operating_system"": ""macOS Sonoma"", ""gpu"": null, ""weight_kg"": 2.6, ""battery_hours"": 6}",
14,1,18,Lenovo Legion 14DS99,Legion-14DS99,"Portátil Lenovo Legion con procesador AMD Ryzen 9 7945HX, 16GB RAM, 256GB SSD, pantalla de 17.3"".",https://images.example.com/products/14.jpg,"{""processor"": ""AMD Ryzen 9 7945HX"", ""ram_gb"": 16, ""storage"": ""256GB SSD"", ""screen_size"": ""17.3\"""", ""operating_system"": ""Windows 11 Home"", ""gpu"": ""NVIDIA GeForce RTX 4060"", ""weight_kg"": 1.6, ""battery_hours"": 9}",
15,1,18,Lenovo Legion 14GQ91,Legion-14GQ91,"Portátil Lenovo Legion con procesador Intel Core i9-13980HX, 8GB RAM, 512GB SSD + 1TB HDD, pantalla de 16"".",https://images.example.com/products/15.jpg,"{""processor"": ""Intel Core i9-13980HX"", ""ram_gb"": 8, ""storage"": ""512GB SSD + 1TB HDD"", ""screen_size"": ""16\"""", ""operating_system"": ""Windows 11 Pro"", ""gpu"": ""NVIDIA GeForce RTX 4080"", ""weight_kg"": 2.6, ""battery_hours"": 11}",
16,1,18,Lenovo IdeaPad 17HK21,IdeaPad-17HK21,"Portátil Lenovo IdeaPad con procesador AMD Ryzen 5 7520U, 16GB RAM, 2TB SSD, pantalla de 13.3"".",https://images.example.com/products/16.jpg,"{""processor"": ""AMD Ryzen 5 7520U"", ""ram_gb"": 16, ""storage"": ""2TB SSD"", ""screen_size"": ""13.3\"""", ""operating_system"": ""Windows 11 Home"", ""gpu"": ""NVIDIA GeForce RTX 3050"", ""weight_kg"": 1.7, ""battery_hours"": 10}",
17,1,11,HP Omen 16HS66,Omen-16HS66,"Portátil HP Omen con procesador Intel Core i7-13700H, 32GB RAM, 512GB SSD, pantalla de 13.3"".",https://images.example.com/products/17.jpg,"{""processor"": ""Intel Core i7-13700H"", ""ram_gb"": 32, ""storage"": ""512GB SSD"", ""screen_size"": ""13.3\"""", ""operating_system"": ""Windows 11 Home"", ""gpu"": null, ""weight_kg"": 1.7, ""battery_hours"": 4}",
18,1,18,Lenovo Yoga 14CK62,Yoga-14CK62,"Portátil Lenovo Yoga con procesador AMD Ryzen 5 7640HS, 16GB RAM, 1TB SSD, pantalla de 14"".",https://images.example.com/products/18.jpg,"{""processor"": ""AMD Ryzen 5 7640HS"", ""ram_gb"": 16, ""storage"": ""1TB SSD"", ""screen_size"": ""14\"""", ""operating_system"": ""Windows 11 Home"", ""gpu"": ""NVIDIA GeForce RTX 4060"", ""weight_kg"": 1.9, ""battery_hours"": 13}",
19,1,11,HP Victus 14GQ87,Victus-14GQ87,"Portátil HP Victus con procesador Intel Core Ultra 9 185H, 32GB RAM, 512GB SSD + 1TB HDD, pantalla de 17.3"".",https://images.example.com/products/19.jpg,"{""processor"": ""Intel Core Ultra 9 185H"", ""ram_gb"": 32, ""storage"": ""512GB SSD + 1TB HDD"", ""screen_size"": ""17.3\"""", ""operating_system"": ""Windows 11 Pro"", ""gpu"": ""AMD Radeon RX 7600S"", ""weight_kg"": 1.6, ""battery_hours"": 5}",
20,1,28,Samsung Galaxy Book 14GK94,Galaxy Book-14GK94,"Portátil Samsung Galaxy Book con procesador Intel Core i7-13650HX, 8GB RAM, 2TB SSD, pantalla de 14"".",https://images.example.com/products/20.jpg,"{""processor"": ""Intel Core i7-13650HX"", ""ram_gb"": 8, ""storage"": ""2TB SSD"", ""screen_size"": ""14\"""", ""operating_system"": ""Windows 11 Pro"", ""gpu"": ""AMD Radeon Graphics"", ""weight_kg"": 2.6, ""battery_hours"": 11}",
21,1,11,HP Victus 17DS80,Victus-17DS80,"Portátil HP Victus con procesador Intel Core Ultra 9 185H, 64GB RAM, 1TB SSD, pantalla de 17.3"".",https://images.example.com/products/21.jpg,"{""processor"": ""Intel Core Ultra 9 185H"", ""ram_gb"": 64, ""storage"": ""1TB SSD"", ""screen_size"": ""17.3\"""", ""operating_system"": ""Windows 11 Home"", ""gpu"": ""NVIDIA GeForce RTX 4050"", ""weight_kg"": 1.4, ""battery_hours"": 7}",
22,1,11,HP Envy 14HP53,Envy-14HP53,"Portátil HP Envy con procesador Intel Core Ultra 9 185H, 64GB RAM, 256GB SSD, pantalla de 15.6"".",https://images.example.com/products/22.jpg,"{""processor"": ""Intel Core Ultra 9 185H"", ""ram_gb"": 64, ""storage"": ""256GB SSD"", ""screen_size"": ""15.6\"""", ""operating_system"": ""Windows 11 Home"", ""gpu"": ""AMD Radeon Graphics"", ""weight_kg"": 2.2, ""battery_hours"": 10}",
23,1,4,Apple MacBook Air 17EK69,MacBook Air-17EK69,"Portátil Apple MacBook Air con procesador Apple M3 Max, 16GB RAM, 2TB SSD, pantalla de 17.3"".",https://images.example.com/products/23.jpg,"{""processor"": ""Apple M3 Max"", ""ram_gb"": 16, ""storage"": ""2TB SSD"", ""screen_size"": ""17.3\"""", ""operating_system"": ""macOS Sonoma"", ""gpu"": null, ""weight_kg"": 2.6, ""battery_hours"": 14}",
24,1,3,Acer Swift 16CL47,Swift-16CL47,"Portátil Acer Swift con procesador Intel Core i7-1365U, 16GB RAM, 256GB SSD, pantalla de 14"".",https://images.example.com/products/24.jpg,"{""processor"": ""Intel Core i7-1365U"", ""ram_gb"": 16, ""storage"": ""256GB SSD"", ""screen_size"": ""14\"""", ""operating_system"": ""Windows 11 Home"", ""gpu"": ""NVIDIA GeForce RTX 4070"", ""weight_kg"": 1.7, ""battery_hours"": 10}",
25,1,4,Apple MacBook Pro 17FP84,MacBook Pro-17FP84,"Portátil Apple MacBook Pro con procesador Apple M3 Max, 32GB RAM, 256GB SSD, pantalla de 13.3"".",https://images.example.com/products/25.jpg,"{""processor"": ""Apple M3 Max"", ""ram_gb"": 32, ""storage"": ""256GB SSD"", ""screen_size"": ""13.3\"""", ""operating_system"": ""macOS Sonoma"", ""gpu"": null, ""weight_kg"": 1.8, ""battery_hours"": 14}",
26,1,3,Acer Predator 16AR45,Predator-16AR45,"Portátil Acer Predator con procesador Intel Core i7-1355U, 16GB RAM, 1TB SSD, pantalla de 14"".",https://images.example.com/products/26.jpg,"{""processor"": ""Intel Core i7-1355U"", ""ram_gb"": 16, ""storage"": ""1TB SSD"", ""screen_size"": ""14\"""", ""operating_system"": ""Windows 11 Pro"", ""gpu"": ""Intel Iris Xe"", ""weight_kg"": 1.5, ""battery_hours"": 5}",
27,1,20,MSI Katana 15AP68,Katana-15AP68,"Portátil MSI Katana con procesador AMD Ryzen 5 7520U, 64GB RAM, 2TB SSD, pantalla de 16"".",https://images.example.com/products/27.jpg,"{""processor"": ""AMD Ryzen 5 7520U"", ""ram_gb"": 64, ""storage"": ""2TB SSD"", ""screen_size"": ""16\"""", ""operating_system"": ""Windows 11 Home"", ""gpu"": ""NVIDIA GeForce RTX 3050"", ""weight_kg"": 2.2, ""battery_hours"": 4}",
28,1,28,Samsung Galaxy Book Pro 17FS61,Galaxy Book Pro-17FS61,"Portátil Samsung Galaxy Book Pro con procesador AMD Ryzen 5 7640HS, 8GB RAM, 512GB SSD + 1TB HDD, pantalla de 15.6"".",https://images.example.com/products/28.jpg,"{""processor"": ""AMD Ryzen 5 7640HS"", ""ram_gb"": 8, ""storage"": ""512GB SSD + 1TB HDD"", ""screen_size"": ""15.6\"""", ""operating_system"": ""Windows 11 Pro"", ""gpu"": ""NVIDIA GeForce RTX 3050"", ""weight_kg"": 1.9, ""battery_hours"": 5}",
29,1,2,Asus TUF Gaming 15BQ81,TUF Gaming-15BQ81,"Portátil Asus TUF Gaming con procesador AMD Ryzen 5 7640HS, 8GB RAM, 512GB SSD + 1TB HDD, pantalla de 17.3"".",https://images.example.com/products/29.jpg,"{""processor"": ""AMD Ryzen 5 7640HS"", ""ram_gb"": 8, ""storage"": ""512GB SSD + 1TB HDD"", ""screen_size"": ""17.3\"""", ""operating_system"": ""Windows 11 Pro"", ""gpu"": ""NVIDIA GeForce RTX 4080"", ""weight_kg"": 1.8, ""battery_hours"": 8}",
30,1,11,HP Pavilion 17GP37,Pavilion-17GP37,"Portátil HP Pavilion con procesador Intel Core i3-1315U, 8GB RAM, 256GB SSD, pantalla de 16"".",https://images.example.com/products/30.jpg,"{""processor"": ""Intel Core i3-1315U"", ""ram_gb"": 8, ""storage"": ""256GB SSD"", ""screen_size"": ""16\"""", ""operating_system"": ""Windows 11 Home"", ""gpu"": ""NVIDIA GeForce RTX 4050"", ""weight_kg"": 2.4, ""battery_hours"": 5}",
31,1,8,Dell G Series 16GR91,G Series-16GR91,"Portátil Dell G Series con procesador AMD Ryzen 5 7520U, 64GB RAM, 256GB SSD, pantalla de 13.3"".",https://images.example.com/products/31.jpg,"{""processor"": ""AMD Ryzen 5 7520U"", ""ram_gb"": 64, ""storage"": ""256GB SSD"", ""screen_size"": ""13.3\"""", ""operating_system"": ""Windows 11 Pro"", ""gpu"": ""NVIDIA GeForce RTX 3050"", ""weight_kg"": 1.9, ""battery_hours"": 5}",
32,1,11,HP ProBook 15HS82,ProBook-15HS82,"Portátil HP ProBook con procesador Intel Core i7-1365U, 32GB RAM, 512GB SSD, pantalla de 15.6"".",https://images.example.com/products/32.jpg,"{""processor"": ""Intel Core i7-1365U"", ""ram_gb"": 32, ""storage"": ""512GB SSD"", ""screen_size"": ""15.6\"""", ""operating_system"": ""Windows 11 Home"", ""gpu"": ""NVIDIA GeForce RTX 4050"", ""weight_kg"": 2.4, ""battery_hours"": 11}",
33,1,28,Samsung Galaxy Book Pro 14DS66,Galaxy Book Pro-14DS66,"Portátil Samsung Galaxy Book Pro con procesador Intel Core i5-1340P, 8GB RAM, 1TB SSD, pantalla de 14"".",https://images.example.com/products/33.jpg,"{""processor"": ""Intel Core i5-1340P"", ""ram_gb"": 8, ""storage"": ""1TB SSD"", ""screen_size"": ""14\"""", ""operating_system"": ""Windows 11 Home"", ""gpu"": ""Intel Iris Xe"", ""weight_kg"": 2.0, ""battery_hours"": 13}",
34,1,11,HP ProBook 16CL92,ProBook-16CL92,"Portátil HP ProBook con procesador Intel Core i9-13980HX, 16GB RAM, 512GB SSD + 1TB HDD, pantalla de 14"".",https://images.example.com/products/34.jpg,"{""processor"": ""Intel Core i9-13980HX"", ""ram_gb"": 16, ""storage"": ""512GB SSD + 1TB HDD"", ""screen_size"": ""14\"""", ""operating_system"": ""Windows 11 Pro"", ""gpu"": ""AMD Radeon RX 7600S"", ""weight_kg"": 2.3, ""battery_hours"": 12}",
35,1,4,Apple MacBook Air 17FN66,MacBook Air-17FN66,"Portátil Apple MacBook Air con procesador Apple M2 Pro, 16GB RAM, 512GB SSD, pantalla de 17.3"".",https://images.example.com/products/35.jpg,"{""processor"": ""Apple M2 Pro"", ""ram_gb"": 16, ""storage"": ""512GB SSD"", ""screen_size"": ""17.3\"""", ""operating_system"": ""macOS Sonoma"", ""gpu"": null, ""weight_kg"": 2.2, ""battery_hours"": 11}",
36,1,11,HP Envy 17BN67,Envy-17BN67,"Portátil HP Envy con procesador AMD Ryzen 7 7840HS, 8GB RAM, 512GB SSD, pantalla de 16"".",https://images.example.com/products/36.jpg,"{""processor"": ""AMD Ryzen 7 7840HS"", ""ram_gb"": 8, ""storage"": ""512GB SSD"", ""screen_size"": ""16\"""", ""operating_system"": ""Windows 11 Home"", ""gpu"": ""NVIDIA GeForce RTX 4070"", ""weight_kg"": 2.6, ""battery_hours"": 4}",
37,1,20,MSI Thin 17BL73,Thin-17BL73,"Portátil MSI Thin con procesador Intel Core i5-1335U, 32GB RAM, 256GB SSD, pantalla de 14"".",https://images.example.com/products/37.jpg,"{""processor"": ""Intel Core i5-1335U"", ""ram_gb"": 32, ""storage"": ""256GB SSD"", ""screen_size"": ""14\"""", ""operating_system"": ""Windows 11 Pro"", ""gpu"": ""NVIDIA GeForce RTX 4060"", ""weight_kg"": 2.2, ""battery_hours"": 4}",
38,1,3,Acer Nitro 15BS14,Nitro-15BS14,"Portátil Acer Nitro con procesador Intel Core i5-1340P, 32GB RAM, 512GB SSD, pantalla de 13.3"".",https://images.example.com/products/38.jpg,"{""processor"": ""Intel Core i5-1340P"", ""ram_gb"": 32, ""storage"": ""512GB SSD"", ""screen_size"": ""13.3\"""", ""operating_system"": ""Windows 11 Home"", ""gpu"": ""NVIDIA GeForce RTX 4080"", ""weight_kg"": 1.7, ""battery_hours"": 4}",
39,1,3,Acer Predator 16FL20,Predator-16FL20,"Portátil Acer Predator con procesador AMD Ryzen 5 7520U, 64GB RAM, 256GB SSD, pantalla de 13.3"".",https://images.example.com/products/39.jpg,"{""processor"": ""AMD Ryzen 5 7520U"", ""ram_gb"": 64, ""storage"": ""256GB SSD"", ""screen_size"": ""13.3\"""", ""operating_system"": ""Windows 11 Pro"", ""gpu"": ""NVIDIA GeForce RTX 3050"", ""weight_kg"": 1.7, ""battery_hours"": 8}",
40,1,2,Asus VivoBook 16FS19,VivoBook-16FS19,"Portátil Asus VivoBook con procesador AMD Ryzen 9 7945HX, 64GB RAM, 512GB SSD + 1TB HDD, pantalla de 14"".",https://images.example.com/products/40.jpg,"{""processor"": ""AMD Ryzen 9 7945HX"", ""ram_gb"": 64, ""storage"": ""512GB SSD + 1TB HDD"", ""screen_size"": ""14\"""", ""operating_system"": ""Windows 11 Pro"", ""gpu"": ""NVIDIA GeForce RTX 4080"", ""weight_kg"": 2.1, ""battery_hours"": 12}",
41,1,20,MSI Stealth 15FN25,Stealth-15FN25,"Portátil MSI Stealth con procesador Intel Core i5-1235U, 8GB RAM, 512GB SSD + 1TB HDD, pantalla de 17.3"".",https://images.example.com/products/41.jpg,"{""processor"": ""Intel Core i5-1235U"", ""ram_gb"": 8, ""storage"": ""512GB SSD + 1TB HDD"", ""screen_size"": ""17.3\"""", ""operating_system"": ""Windows 11 Pro"", ""gpu"": ""NVIDIA GeForce RTX 4080"", ""weight_kg"": 2.8, ""battery_hours"": 6}",
42,1,8,Dell Latitude 15FN54,Latitude-15FN54,"Portátil Dell Latitude con procesador AMD Ryzen 9 7945HX, 8GB RAM, 256GB SSD, pantalla de 17.3"".",https://images.example.com/products/42.jpg,"{""processor"": ""AMD Ryzen 9 7945HX"", ""ram_gb"": 8, ""storage"": ""256GB SSD"", ""screen_size"": ""17.3\"""", ""operating_system"": ""Windows 11 Home"", ""gpu"": ""AMD Radeon RX 7600S"", ""weight_kg"": 2.7, ""battery_hours"": 12}",
43,1,4,Apple MacBook Pro 17DQ87,MacBook Pro-17DQ87,"Portátil Apple MacBook Pro con procesador Apple M3, 64GB RAM, 256GB SSD, pantalla de 14"".",https://images.example.com/products/43.jpg,"{""processor"": ""Apple M3"", ""ram_gb"": 64, ""storage"": ""256GB SSD"", ""screen_size"": ""14\"""", ""operating_system"": ""macOS Sonoma"", ""gpu"": null, ""weight_kg"": 1.4, ""battery_hours"": 9}",
44,1,3,Acer Swift 17CP56,Swift-17CP56,"Portátil Acer Swift con procesador Intel Core i3-1315U, 64GB RAM, 512GB SSD + 1TB HDD, pantalla de 13.3"".",https://images.example.com/products/44.jpg,"{""processor"": ""Intel Core i3-1315U"", ""ram_gb"": 64, ""storage"": ""512GB SSD + 1TB HDD"", ""screen_size"": ""13.3\"""", ""operating_system"": ""Windows 11 Home"", ""gpu"": ""NVIDIA GeForce RTX 4070"", ""weight_kg"": 2.4, ""battery_hours"": 9}",
45,1,11,HP ProBook 17HM87,ProBook-17HM87,"Portátil HP ProBook con procesador Intel Core i7-1355U, 8GB RAM, 256GB SSD, pantalla de 14"".",https://images.example.com/products/45.jpg,"{""processor"": ""Intel Core i7-1355U"", ""ram_gb"": 8, ""storage"": ""256GB SSD"", ""screen_size"": ""14\"""", ""operating_system"": ""Windows 11 Pro"", ""gpu"": ""AMD Radeon Graphics"", ""weight_kg"": 2.6, ""battery_hours"": 6}",
46,1,8,Dell G Series 15DK83,G Series-15DK83,"Portátil Dell G Series con procesador AMD Ryzen 9 7845HX, 16GB RAM, 512GB SSD + 1TB HDD, pantalla de 17.3"".",https://images.example.com/products/46.jpg,"{""processor"": ""AMD Ryzen 9 7845HX"", ""ram_gb"": 16, ""storage"": ""512GB SSD + 1TB HDD"", ""screen_size"": ""17.3\"""", ""operating_system"": ""Windows 11 Home"", ""gpu"": ""Intel Iris Xe"", ""weight_kg"": 2.7, ""battery_hours"": 5}",
47,1,2,Asus ZenBook 16DS50,ZenBook-16DS50,"Portátil Asus ZenBook con procesador AMD Ryzen 5 7640HS, 16GB RAM, 1TB SSD, pantalla de 17.3"".",https://images.example.com/products/47.jpg,"{""processor"": ""AMD Ryzen 5 7640HS"", ""ram_gb"": 16, ""storage"": ""1TB SSD"", ""screen_size"": ""17.3\"""", ""operating_system"": ""Windows 11 Pro"", ""gpu"": ""NVIDIA GeForce RTX 4060"", ""weight_kg"": 2.0, ""battery_hours"": 12}",
48,1,8,Dell Inspiron 14DK32,Inspiron-14DK32,"Portátil Dell Inspiron con procesador Intel Core Ultra 7 155H, 16GB RAM, 1TB SSD, pantalla de 16"".",https://images.example.com/products/48.jpg,"{""processor"": ""Intel Core Ultra 7 155H"", ""ram_gb"": 16, ""storage"": ""1TB SSD"", ""screen_size"": ""16\"""", ""operating_system"": ""Windows 11 Pro"", ""gpu"": ""Intel Iris Xe"", ""weight_kg"": 1.9, ""battery_hours"": 6}",
49,1,4,Apple MacBook Pro 17FN10,MacBook Pro-17FN10,"Portátil Apple MacBook Pro con procesador Apple M3 Pro, 32GB RAM, 256GB SSD, pantalla de 13.3"".",https://images.example.com/products/49.jpg,"{""processor"": ""Apple M3 Pro"", ""ram_gb"": 32, ""storage"": ""256GB SSD"", ""screen_size"": ""13.3\"""", ""operating_system"": ""macOS Sonoma"", ""gpu"": null, ""weight_kg"": 1.6, ""battery_hours"": 7}",
50,1,3,Acer Predator 17FL82,Predator-17FL82,"Portátil Acer Predator con procesador Intel Core Ultra 7 155H, 16GB RAM, 512GB SSD, pantalla de 17.3"".",https://images.example.com/products/50.jpg,"{""processor"": ""Intel Core Ultra 7 155H"", ""ram_gb"": 16, ""storage"": ""512GB SSD"", ""screen_size"": ""17.3\"""", ""operating_system"": ""Windows 11 Pro"", ""gpu"": ""AMD Radeon Graphics"", ""weight_kg"": 1.4, ""battery_hours"": 12}",
51,1,20,MSI Katana 15FL32,Katana-15FL32,"Portátil MSI Katana con procesador Intel Core i9-13980HX, 64GB RAM, 2TB SSD, pantalla de 14"".",https://images.example.com/products/51.jpg,"{""processor"": ""Intel Core i9-13980HX"", ""ram_gb"": 64, ""storage"": ""2TB SSD"", ""screen_size"": ""14\"""", ""operating_system"": ""Windows 11 Pro"", ""gpu"": ""Intel Iris Xe"", ""weight_kg"": 2.8, ""battery_hours"": 10}",
52,1,18,Lenovo Yoga 15EN83,Yoga-15EN83,"Portátil Lenovo Yoga con procesador Intel Core i7-1365U, 64GB RAM, 512GB SSD, pantalla de 17.3"".",https://images.example.com/products/52.jpg,"{""processor"": ""Intel Core i7-1365U"", ""ram_gb"": 64, ""storage"": ""512GB SSD"", ""screen_size"": ""17.3\"""", ""operating_system"": ""Windows 11 Home"", ""gpu"": ""AMD Radeon RX 7600S"", ""weight_kg"": 1.7, ""battery_hours"": 13}",
53,1,13,Huawei MateBook 14HQ21,MateBook-14HQ21,"Portátil Huawei MateBook con procesador Intel Core i3-1315U, 16GB RAM, 2TB SSD, pantalla de 15.6"".",https://images.example.com/products/53.jpg,"{""processor"": ""Intel Core i3-1315U"", ""ram_gb"": 16, ""storage"": ""2TB SSD"", ""screen_size"": ""15.6\"""", ""operating_system"": ""Windows 11 Pro"", ""gpu"": ""AMD Radeon RX 7600S"", ""weight_kg"": 2.1, ""battery_hours"": 7}",
54,1,11,HP Victus 17HQ49,Victus-17HQ49,"Portátil HP Victus con procesador AMD Ryzen 9 7845HX, 16GB RAM, 2TB SSD, pantalla de 15.6"".",https://images.example.com/products/54.jpg,"{""processor"": ""AMD Ryzen 9 7845HX"", ""ram_gb"": 16, ""storage"": ""2TB SSD"", ""screen_size"": ""15.6\"""", ""operating_system"": ""Windows 11 Pro"", ""gpu"": ""NVIDIA GeForce RTX 4060"", ""weight_kg"": 1.6, ""battery_hours"": 12}",
55,1,18,Lenovo Yoga 14CK37,Yoga-14CK37,"Portátil Lenovo Yoga con procesador AMD Ryzen 5 7520U, 8GB RAM, 256GB SSD, pantalla de 13.3"".",https://images.example.com/products/55.jpg,"{""processor"": ""AMD Ryzen 5 7520U"", ""ram_gb"": 8, ""storage"": ""256GB SSD"", ""screen_size"": ""13.3\"""", ""operating_system"": ""Windows 11 Home"", ""gpu"": ""NVIDIA GeForce RTX 3050"", ""weight_kg"": 2.0, ""battery_hours"": 9}",
56,1,11,HP Envy 17BQ61,Envy-17BQ61,"Portátil HP Envy con procesador AMD Ryzen 5 7520U, 16GB RAM, 512GB SSD + 1TB HDD, pantalla de 17.3"".",https://images.example.com/products/56.jpg,"{""processor"": ""AMD Ryzen 5 7520U"", ""ram_gb"": 16, ""storage"": ""512GB SSD + 1TB HDD"", ""screen_size"": ""17.3\"""", ""operating_system"": ""Windows 11 Home"", ""gpu"": ""NVIDIA GeForce RTX 4060"", ""weight_kg"": 1.9, ""battery_hours"": 7}",
